http://www.jaxsymphony.org,Leah A.,Jacksonville Symphony Orchestra,300 Water St||Ste 200,Jacksonville,32202,(904) 354-5547,FL,,$$ || $$,-81.6623908,30.3249835,5,"Accepts Credit Cards --> Yes | Bike Parking --> No | Good for Kids --> Yes | Good for Groups --> Yes | Ambience --> Classy, Upscale | Noise Level --> Quiet | Alcohol --> Full Bar | Happy Hour --> No | Outdoor Seating --> No | Has TV --> No ",,"Performing Arts , Music Venues",Bars,13,12/13/2017,http://www.yelp.com/user_details?userid=R_g7nh8iT_qVUkjtb10gdA,JJ300EwOHUwggzVqDBNugw
,,Sidepocket,7830 Lem Turner Rd,Jacksonville,32208,(904) 518-3824,FL,,,-81.67999,30.391346,,,,"Sports Bars , Restaurants",Bars,,,,0YPv8ImQcS2KalOehfmVLA
http://www.silverkingbrewing.com,Steve Y.,Silverking Brewing Company,325 E Lemon St,Tarpon Springs,34689,(727) 647-2524,FL, Mon 5:00 pm - 9:00 pm ||Tue 5:00 pm - 9:00 pm ||Wed 5:00 pm - 9:00 pm ||Thu 5:00 pm - 9:00 pm ||Fri 5:00 pm - 12:00 am Closed now ||Sat 2:00 pm - 12:00 am ||Sun 2:00 pm - 6:00 pm,$$ || $$,-82.75286092,28.14513209,4.5,Take-out --> No | Accepts Credit Cards --> Yes | Accepts Apple Pay --> Yes | Accepts Android Pay --> No | Parking --> Street | Bike Parking --> Yes | Caters --> No , Established in 2012.,Breweries,Bars,27,2/11/2017,http://www.yelp.com/user_details?userid=2VqL9PJzFqYXvB9mPlsBGQ,QoeWN7TqjxN9gnoowqT2xQ
http://dixiegrillandbar.com/,Michael R.,Dixie Grill & Bar,5101 S Dixie Hwy,West Palm Beach,33405,(561) 586-3189,FL, Mon 11:30 am - 11:00 pm ||Tue 11:30 am - 11:00 pm ||Wed 11:30 am - 11:00 pm ||Thu 11:30 am - 11:00 pm ||Fri 11:30 am - 1:00 am Closed now ||Sat 11:30 am - 1:00 am ||Sun 11:30 am - 11:00 pm,$$ || $$,-80.0555851,26.6673274,4,"Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Accepts Android Pay --> No | Good For --> Lunch, Dinner | Parking --> Street, Private Lot | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Divey, Casual | Noise Level --> Average | Alcohol --> Full Bar | Happy Hour --> Yes | Best Nights --> Mon, Fri, Sat | Smoking --> Outdoor Area / Patio Only | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes | Waiter Service --> Yes | Caters --> Yes | Has Pool Table --> No ", Established in 2004.,"American (Traditional) , Dive Bars",Bars,146,1/26/2018,http://www.yelp.com/user_details?userid=K1_iPuK938hKr_0-Ru5XHA,kuFHXnU0oQaP5i4T5m4MrA
http://www.packyssportsgrill.com,Mar S.,Packy’s Sports Grill,11379 W Palmetto Park Rd,Boca Raton,33428,(561) 482-0052,FL, Mon 11:30 am - 12:00 am ||Tue 11:30 am - 12:00 am ||Wed 11:30 am - 12:00 am ||Thu 11:30 am - 1:00 am ||Fri 11:30 am - 2:00 am Closed now ||Sat 11:30 am - 2:00 am ||Sun 11:30 am - 10:00 pm,$$ || $$,-80.227468,26.3494214,3.5,Takes Reservations --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Accepts Android Pay --> No | Parking --> Private Lot | Bike Parking --> Yes | Good for Groups --> Yes | Noise Level --> Loud | Alcohol --> Full Bar | Outdoor Seating --> No | Wi-Fi --> Free | Has TV --> Yes | Has Pool Table --> Yes , Established in 1995.,"Sports Bars , Beer, Wine & Spirits",Bars,34,1/14/2018,http://www.yelp.com/user_details?userid=PGRNAv1pYQOPUGxEu4eq2w,Oa5brWmzH6hUpI1oQ4QvXw
,,Sahara Bar & Grill,3064 S Military Trl,Lake Worth,33463,,FL,,,-80.112195,26.632005,,,,"Pubs , Wine Bars",Bars,,,,QcghXn501P7sNgJkBw2_rQ
http://gatorsdockside.com/locations/lake-county/,Amy R.,Gator’s Dockside,601 Cagan Park Ave||Bldg 4,Clermont,32714,(352) 536-1174,FL, Mon 11:00 am - 12:00 am ||Tue 11:00 am - 12:00 am ||Wed 11:00 am - 12:00 am ||Thu 11:00 am - 12:00 am ||Fri 11:00 am - 12:00 am Closed now ||Sat 11:00 am - 12:00 am ||Sun 11:00 am - 12:00 am,$$ || $$,-81.6785691,28.3550049,3.5,Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Noise Level --> Average | Music --> Background | Alcohol --> Full Bar | Happy Hour --> Yes | Coat Check --> No | Smoking --> Outdoor Area / Patio Only | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes | Waiter Service --> Yes | Caters --> Yes | Has Pool Table --> Yes ,,"Sports Bars , Seafood , Chicken Wings",Bars,4,1/28/2018,http://www.yelp.com/user_details?userid=ttqP_ujf0lePFDVWdgKmpg,1ILhyxtlPXb9nVRWS1863A
https://www.sonnysbbq.com/locations/results%3Fzip%3D32225,Tawny G.,Sonny’s BBQ,12719 Atlantic Blvd,Jacksonville,32225,(904) 220-9499,FL, Mon 11:00 am - 9:30 pm ||Tue 11:00 am - 9:30 pm ||Wed 11:00 am - 9:30 pm ||Thu 11:00 am - 9:30 pm ||Fri 11:00 am - 10:00 pm Closed now ||Sat 11:00 am - 10:00 pm ||Sun 11:00 am - 9:30 pm,$$ || $$,-81.4760309,30.3181852,3,"Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Good For --> Lunch, Dinner | Parking --> Private Lot | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual | Noise Level --> Average | Alcohol --> Beer & Wine Only | Outdoor Seating --> No | Wi-Fi --> Free | Has TV --> Yes | Caters --> Yes ", Established in 1968.,"Barbeque , American (New)",Bars,58,9/12/2017,http://www.yelp.com/user_details?userid=tHKaEIMU6utAAcP_hRFztw,vaOtU35P53c5BFCxyppqDQ
https://topgolf.com/us/orlando,Jadea R.,Topgolf,9295 Universal Blvd,Orlando,32819,(407) 218-7714,FL, Mon 9:00 am - 12:00 am ||Tue 9:00 am - 12:00 am ||Wed 9:00 am - 12:00 am ||Thu 9:00 am - 12:00 am ||Fri 9:00 am - 2:00 am Closed now ||Sat 9:00 am - 2:00 am ||Sun 9:00 am - 12:00 am,$$ || $$,-81.4639154,28.4353006,4,"Takes Reservations --> Yes | Delivery --> No | Take-out --> No | Accepts Credit Cards --> Yes | Accepts Apple Pay --> Yes | Good For --> Brunch, Lunch, Dinner, Late Night, Dessert | Parking --> Private Lot | Bike Parking --> Yes | Wheelchair Accessible --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual | Noise Level --> Average | Good For Dancing --> No | Alcohol --> Full Bar | Happy Hour --> Yes | Best Nights --> Fri, Sat, Sun | Coat Check --> No | Smoking --> No | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes | Waiter Service --> Yes | Caters --> Yes | Has Pool Table --> No ", Established in 2017.,"Bars , American (New) , Golf",Bars,77,1/2/2018,http://www.yelp.com/user_details?userid=QCh3B-0aa-7mlSFuFKbBDQ,SFM3Q4X778GYzRxpmdL-Ww
,Ashley C.,Royal Vapor Lounge,1350 Missouri Ave N,Largo,33770,(727) 408-5177,FL, Mon 10:00 am - 10:00 pm ||Tue 10:00 am - 10:00 pm ||Wed 10:00 am - 10:00 pm ||Thu 10:00 am - 10:00 pm ||Fri 10:00 am - 12:00 am Closed now ||Sat 10:00 am - 12:00 am ||Sun 12:00 pm - 10:00 pm,$$ || $$,-82.786912,27.929491,5,Accepts Credit Cards --> Yes | Accepts Bitcoin --> No | Parking --> Private Lot | Bike Parking --> Yes , Established in 2012.,"Vape Shops , Lounges",Bars,8,11/15/2017,http://www.yelp.com/user_details?userid=rYYDu242_ON78cAOuwEx1Q,WynRf6s7RWOenRyyJhj0Og
