Web site,Owner Name,Company name,Address,Locality,Postal code,Phone number,Region,Hours,Price range,Longitude,Latitude,Rating,More info,Established Year,Category,keyword,Review,LastReviewDate,OwnerNameLink,Yelp Id
http://www.topbay1.com/,Tony M.,Top of the Bay,28971 Hwy 98,Daphne,36526,(251) 621-1177,AL, Mon 2:00 pm - 3:00 am ||Tue 2:00 pm - 3:00 am ||Wed 2:00 pm - 3:00 am ||Thu 2:00 pm - 3:00 am Closed now ||Fri 2:00 pm - 3:00 am ||Sat 2:00 pm - 3:00 am ||Sun 2:00 pm - 3:00 am,$$ || $$,-87.91371918,30.64732933,4.5,"Takes Reservations --> No | Accepts Credit Cards --> Yes | Accepts Bitcoin --> No | Parking --> Private Lot | Bike Parking --> No | Wheelchair Accessible --> Yes | Good for Kids --> No | Good for Groups --> Yes | Ambience --> Casual | Noise Level --> Average | Music --> DJ | Good For Dancing --> Yes | Alcohol --> Full Bar | Happy Hour --> Yes | Best Nights --> Fri, Sat, Sun | Coat Check --> No | Smoking --> Outdoor Area / Patio Only | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes | Has Pool Table --> Yes ", Established in 2007.,"Music Venues , Pubs , Karaoke",Bars,11,3/29/2017,http://www.yelp.com/user_details?userid=CJHBNz3rkBsAI4n7pebBew,MT3nlO-VPKb6_FNuaUkZtQ
http://record-bar.com,Faraz A.,Record Bar,1203 US Hw 98||Ste 4d,Daphne,36526,(251) 621-8300,AL,,$$ || $$,-87.89885766,30.59532944,4.5,Accepts Credit Cards --> Yes | Good for Kids --> No | Good for Groups --> Yes | Noise Level --> Very Loud | Alcohol --> Full Bar | Outdoor Seating --> Yes | Has TV --> Yes ,,"Lounges , Music Venues",Bars,6,8/6/2016,http://www.yelp.com/user_details?userid=lvEhlly3WRSwai-SckyN4A,-4ndQ1tGz56xrySvBHGTiA
http://www.earlyworks.com/huntsville-depot-museum,Madelyn A.,Historical Huntsville Depot And Roundhouse,320 Church St,Huntsville,35801,(256) 564-8100,AL, Mon Closed ||Tue Closed ||Wed 10:00 am - 3:00 pm ||Thu 10:00 am - 3:00 pm Open now ||Fri 10:00 am - 3:00 pm ||Sat 10:00 am - 3:00 pm ||Sun Closed,,-86.58981,34.734341,4,Accepts Credit Cards --> Yes | Bike Parking --> No | Good for Kids --> Yes | Good for Groups --> Yes | Alcohol --> No | Happy Hour --> No | Outdoor Seating --> Yes | Has TV --> No ,,"Music Venues , Museums",Bars,2,10/20/2017,http://www.yelp.com/user_details?userid=uWhC9eof98zPkvsalgaqJw,sl-GIINkO3oHqVml8q9N8g
,Alex C.,The Bar,352 St Francis St,Mobile,36602,,AL,,$$$ || $,-88.0462669,30.6916861,3.5,Accepts Credit Cards --> Yes | Good for Groups --> Yes | Noise Level --> Average | Alcohol --> Full Bar | Outdoor Seating --> Yes | Has TV --> Yes ,,Bars,Bars,6,7/7/2016,http://www.yelp.com/user_details?userid=htQH3v9EUYLdus0uD6HfTQ,sJ1hk_JpMT0hvIwF8en2nw
,Gillis A.,The Garage,9 S Washington Ave,Mobile,36602,(251) 433-2223,AL, Mon 3:00 pm - 2:00 am ||Tue 3:00 pm - 2:00 am ||Wed 3:00 pm - 2:00 am ||Thu 3:00 pm - 2:00 am Closed now ||Fri 3:00 pm - 3:00 am ||Sat 3:00 pm - 3:00 am ||Sun 4:00 pm - 12:00 am,$$$ || $,-88.0507498,30.6883246,4,"Accepts Credit Cards --> Yes | Parking --> Street, Private Lot | Bike Parking --> Yes | Good for Groups --> Yes | Ambience --> Divey | Noise Level --> Loud | Alcohol --> Full Bar | Outdoor Seating --> No | Has TV --> Yes ",,Bars,Bars,11,7/11/2017,http://www.yelp.com/user_details?userid=BCMpt8rX7DqqhzChpYHm3A,imr1dDGwgc8R4YTEMODW2A
http://www.mainstcigars.com,Gabriel P.,Main Street Cigar Lounge,1714 Main St,Daphne,36526,(251) 517-4968,AL, Mon 11:00 am - 11:00 pm ||Tue 11:00 am - 11:00 pm ||Wed 11:00 am - 11:00 pm ||Thu 11:00 am - 11:00 pm Closed now ||Fri 11:00 am - 12:00 am ||Sat 11:00 am - 12:00 am ||Sun 11:00 am - 7:00 pm,$$ || $$,-87.9026999,30.6031054,5,"Takes Reservations --> No | Accepts Credit Cards --> Yes | Accepts Apple Pay --> Yes | Parking --> Private Lot | Bike Parking --> Yes | Wheelchair Accessible --> Yes | Good for Kids --> No | Good for Groups --> Yes | Ambience --> Casual | Noise Level --> Average | Music --> Live | Good For Dancing --> No | Alcohol --> Beer & Wine Only | Happy Hour --> No | Best Nights --> Thu, Fri, Sat | Coat Check --> No | Smoking --> Yes | Outdoor Seating --> Yes | Has TV --> Yes | Dogs Allowed --> Yes | Has Pool Table --> No ", Established in 2014.,"Tobacco Shops , Music Venues , Bars",Bars,8,6/18/2016,http://www.yelp.com/user_details?userid=jcL8MJ4-S9w6jSely6ADbA,efuXuoobg9bwt-OnVrKWcQ
,Christopher W.,Hayley’s,278 Dauphin St,Mobile,36602,(251) 433-4970,AL, Mon 3:00 pm - 4:00 am ||Tue 3:00 pm - 4:00 am ||Wed 3:00 pm - 4:00 am ||Thu 3:00 pm - 4:00 am Closed now ||Fri 3:00 pm - 4:00 am ||Sat 3:00 pm - 4:15 am ||Sun 3:00 pm - 4:00 am,$$$ || $,-88.044785,30.691042,3.5,Takes Reservations --> No | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Parking --> Street | Bike Parking --> Yes | Good for Groups --> Yes | Ambience --> Divey | Noise Level --> Average | Alcohol --> Full Bar | Outdoor Seating --> No | Wi-Fi --> No | Has TV --> Yes | Has Pool Table --> Yes ,,Bars,Bars,26,12/30/2017,http://www.yelp.com/user_details?userid=CfX4sTIFFNaRchNswqhVfg,sTgNq4t6cTN8J_K6VdeYIw
,Sam L.,Pour Nelson’s,28850 Hwy 98,Daphne,36526,(251) 621-2677,AL,,,-87.912519,30.6450889,3.5,Accepts Credit Cards --> Yes | Alcohol --> Full Bar ,,Pubs,Bars,6,10/10/2016,http://www.yelp.com/user_details?userid=JCmG-wbnt7TkwahbXh4tKA,EaP-CdEOGwlNekDbPmcM-Q
,Missy J.,Royal Street Tavern,26 N Royal St,Mobile,36602,,AL,,$$ || $$,-88.0409854,30.6930451,5,"Accepts Credit Cards --> Yes | Bike Parking --> No | Good for Groups --> Yes | Ambience --> Intimate | Noise Level --> Average | Good For Dancing --> No | Alcohol --> Full Bar | Happy Hour --> Yes | Best Nights --> Thu, Fri, Sat | Coat Check --> No | Smoking --> No | Outdoor Seating --> No | Has TV --> Yes | Has Pool Table --> No ",,"Piano Bars , Cocktail Bars",Bars,5,11/21/2016,http://www.yelp.com/user_details?userid=Rl8mLkJFA_-IYjThVExO-A,zuDet9yN49KBQIOWfaTirw
https://serdabrewing.com,Daniel L.,Serda Brewing,600 Government St,Mobile,36602,(251) 929-9349,AL, Mon 4:00 pm - 10:00 pm ||Tue 4:00 pm - 10:00 pm ||Wed 4:00 pm - 10:00 pm ||Thu 4:00 pm - 10:00 pm Closed now ||Fri 4:00 pm - 11:00 pm ||Sat 12:00 pm - 11:00 pm ||Sun 12:00 pm - 10:00 pm,$$$ || $,-88.04937,30.6879806,5,Takes Reservations --> No | Take-out --> No | Accepts Credit Cards --> Yes | Good for Groups --> Yes ,,"Breweries , Pubs , Venues & Event Spaces",Bars,2,12/17/2017,http://www.yelp.com/user_details?userid=tsA5aEnXIzAAQrQoLhXRkQ,AUt1oS0Uquo30630KiB1eA
