Web site,Owner Name,Company name,Address,Locality,Postal code,Phone number,Region,Hours,Price range,Longitude,Latitude,Rating,More info,Established Year,Category,keyword,Review,LastReviewDate,OwnerNameLink,Yelp Id
http://www.hiltonsedonaresort.com/dine/the-grille-at-shadowrock/,John G.,ShadowRock,90 Ridge Trial Dr||Hilton Sedona Golf Resort & Spa,Sedona,86351,(928) 284-6909,AZ, Mon 6:30 am - 9:00 pm ||Tue 6:30 am - 9:00 pm ||Wed 6:30 am - 9:00 pm ||Thu 6:30 am - 9:00 pm ||Fri 6:30 am - 10:00 pm Closed now ||Sat 6:30 am - 10:00 pm ||Sun 6:30 am - 9:00 pm,$$ || $$,-111.7663429,34.7747284,3.5,"Takes Reservations --> Yes | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Accepts Android Pay --> No | Accepts Bitcoin --> No | Good For --> Breakfast, Dinner | Parking --> Private Lot | Bike Parking --> Yes | Wheelchair Accessible --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Touristy | Noise Level --> Average | Alcohol --> Full Bar | Happy Hour --> No | Coat Check --> No | Smoking --> Outdoor Area / Patio Only | Outdoor Seating --> Yes | Wi-Fi --> No | Has TV --> Yes | Dogs Allowed --> Yes | Waiter Service --> Yes | Caters --> No | Has Pool Table --> No ",,"American (Traditional) , Lounges",Bars,49,1/26/2018,http://www.yelp.com/user_details?userid=5zx8W9DdrcvpC-Fw-8oaHw,0bwHMeaR1N_p3kZePIhptA
http://www.pub1922.com,P S.,Pub 1922,15920 S Rancho Sahuarita Blvd,Sahuarita,85629,(520) 325-1922,AZ, Mon 11:00 am - 9:00 pm ||Tue 11:00 am - 9:00 pm ||Wed 11:00 am - 9:00 pm ||Thu 11:00 am - 9:00 pm ||Fri 11:00 am - 12:00 am Closed now ||Sat 11:00 am - 12:00 am ||Sun 11:00 am - 8:00 pm,$$ || $$,-110.9833209,31.9613501,3,"Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Good For --> Lunch, Dinner | Parking --> Private Lot | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual | Noise Level --> Average | Alcohol --> Full Bar | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes | Caters --> No | Has Pool Table --> No ",,"American (New) , Pubs",Bars,136,1/2/2018,http://www.yelp.com/user_details?userid=nnZObsn8AtLu9SfjtGLZOA,#NAME?
http://weolive.com/avondale/,Jaime L G.,We Olive & Wine Bar,1721 N Dysart Rd||Ste A101,Avondale,85392,(623) 207-1216,AZ, Mon Closed ||Tue 11:00 am - 8:00 pm ||Wed 11:00 am - 8:00 pm ||Thu 11:00 am - 8:00 pm ||Fri 11:00 am - 9:00 pm Closed now ||Sat 11:00 am - 9:00 pm ||Sun Closed Special hours Normally 11:00 am - 3:00 pm,$$ || $$,-112.3383037,33.46682726,4.5,"Takes Reservations --> Yes | Delivery --> Yes | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Accepts Android Pay --> Yes | Accepts Bitcoin --> No | Parking --> Street, Private Lot | Bike Parking --> No | Wheelchair Accessible --> Yes | Good for Kids --> No | Good for Groups --> Yes | Attire --> Casual | Noise Level --> Quiet | Good For Dancing --> No | Alcohol --> Beer & Wine Only | Happy Hour --> Yes | Best Nights --> Wed, Fri, Sat | Coat Check --> No | Smoking --> No | Outdoor Seating --> Yes | Wi-Fi --> No | Has TV --> No | Dogs Allowed --> No | Waiter Service --> Yes | Caters --> Yes | Gender Neutral Restrooms --> Yes ",,"Wine Bars , Tapas/Small Plates , Olive Oil",Bars,52,1/22/2018,http://www.yelp.com/user_details?userid=8tCJZanJMadUgesqErqC2Q,VZi_uXh96DFzxY2AirgZYQ
,Steven F.,Bananas Ramas Restaurant and Sports Bar,6922 N 95th Ave,Glendale,85305,(623) 877-0332,AZ,,$$$ || $,-112.2649151,33.5359272,1,Good for Groups --> No | Noise Level --> Quiet | Outdoor Seating --> Yes ,,Sports Bars,Bars,3,10/25/2012,http://www.yelp.com/user_details?userid=D6-vUDLE6WPcdVjMXI_vRQ,AcwPO4SzKzhwZKjkkttpYA
http://www.teakwoodstavern.com,David T.,Teakwoods Tavern & Grill,151 E Williams Field Rd,Gilbert,85295,(480) 899-8325,AZ, Mon 10:30 am - 11:00 pm ||Tue 10:30 am - 11:00 pm ||Wed 10:30 am - 11:00 pm ||Thu 10:30 am - 11:00 pm ||Fri 10:30 am - 12:00 am Closed now ||Sat 9:00 am - 12:00 am ||Sun 9:00 am - 11:00 pm,$$ || $$,-111.7860335,33.30524134,3.5,"Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Accepts Android Pay --> No | Good For --> Lunch, Dinner | Parking --> Private Lot | Bike Parking --> Yes | Wheelchair Accessible --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual | Noise Level --> Loud | Good For Dancing --> No | Alcohol --> Full Bar | Happy Hour --> Yes | Best Nights --> Wed | Coat Check --> No | Smoking --> Outdoor Area / Patio Only | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes | Waiter Service --> Yes | Caters --> Yes | Has Pool Table --> No ",,"American (New) , Sports Bars",Bars,217,1/31/2018,http://www.yelp.com/user_details?userid=3FlCuoc2exMmTibRIABtJg,L8qHCpeeF2_5RN_5RJQyYg
,Carol T.,Mike the Wedding & Events DJ,1522 E Southern Ave,Tempe,85282,(480) 263-9849,AZ,,$$$ || $,-111.9123458,33.3954472,5,Good for Groups --> Yes ,,Music Venues,Bars,1,3/17/2010,http://www.yelp.com/user_details?userid=JeRjyaQOhYZyeHmBpPS7cw,rNhrITymQ3Y6dn3LL5O9ZA
http://www.rustystucson.com,Monique Q.,Rusty’s Family Restaurant & Sports Grille,2075 W Grant Rd,Tucson,85745,(520) 623-3363,AZ, Mon 11:00 am - 10:00 pm ||Tue 11:00 am - 10:00 pm ||Wed 11:00 am - 10:00 pm ||Thu 11:00 am - 12:00 am ||Fri 11:00 am - 12:00 am Closed now ||Sat 11:00 am - 12:00 am ||Sun 11:00 am - 10:00 pm,$$ || $$,-111.0114339,32.2502736,3.5,"Takes Reservations --> Yes | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Android Pay --> No | Accepts Bitcoin --> No | Good For --> Lunch, Dinner | Parking --> Private Lot | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual | Noise Level --> Loud | Alcohol --> Full Bar | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes | Caters --> No | Has Pool Table --> Yes ",,"Sports Bars , American (Traditional) , Italian",Bars,73,1/21/2018,http://www.yelp.com/user_details?userid=kA6H0FTukkmTXv5H3S9XCg,yl0yqngQGbW2hPmf5L427g
http://irishwolfhoundpub.com,Charlie P.,Irish Wolfhound,16811 N Litchfield Rd,Surprise,85374,(623) 214-1004,AZ, Mon 11:00 am - 2:00 am ||Tue 11:00 am - 2:00 am ||Wed 11:00 am - 2:00 am ||Thu 11:00 am - 2:00 am ||Fri 11:00 am - 2:00 am Closed now ||Sat 11:00 am - 2:00 am ||Sun 11:00 am - 2:00 am,$$ || $$,-112.3587997,33.636789,4,"Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Accepts Android Pay --> No | Good For --> Lunch, Dinner | Parking --> Private Lot | Bike Parking --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual | Noise Level --> Average | Music --> Live | Good For Dancing --> No | Alcohol --> Full Bar | Happy Hour --> Yes | Best Nights --> Fri, Sat | Coat Check --> No | Smoking --> Outdoor Area / Patio Only | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes | Waiter Service --> Yes | Caters --> No | Has Pool Table --> Yes ", Established in 2009.,"Irish , Irish Pub",Bars,295,1/2/2018,http://www.yelp.com/user_details?userid=CZ84s3T6iysXAX10CfH2ZA,nnB9aw5tLaYZHgAvwzpPOg
http://www.waddellslonghorncorral.com/,Douglas G.,Waddells Longhorn Corral,1629 N 195th Ave,Buckeye,85396,(623) 853-0395,AZ, Mon 10:00 am - 2:00 am ||Tue 10:00 am - 2:00 am ||Wed 10:00 am - 2:00 am ||Thu 10:00 am - 2:00 am ||Fri 10:00 am - 2:00 am Closed now ||Sat 10:00 am - 2:00 am ||Sun 10:00 am - 12:00 am,$$ || $$,-112.4781679,33.4662709,2.5,"Takes Reservations --> No | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Good For --> Lunch, Dinner | Parking --> Private Lot | Bike Parking --> Yes | Good for Kids --> No | Good for Groups --> Yes | Attire --> Casual | Ambience --> Divey, Casual | Noise Level --> Average | Alcohol --> Full Bar | Outdoor Seating --> Yes | Wi-Fi --> Free | Has TV --> Yes | Caters --> No ", Established in 1958.,"Steakhouses , Breakfast & Brunch , American (Traditional)",Bars,52,1/31/2018,http://www.yelp.com/user_details?userid=S9inyDVXaBEmqaadWnWBZw,r9TZlV61kT3rqq1gIUGuOg
http://www.Tempourbanbistro.com,Kera W.,Tempo Urban Bistro,21067 W Main St,Buckeye,85396,(623) 594-6788,AZ, Mon 11:00 am - 9:00 pm ||Tue 11:00 am - 9:00 pm ||Wed 11:00 am - 9:00 pm ||Thu 11:00 am - 9:00 pm ||Fri 11:00 am - 10:00 pm Closed now ||Sat 11:00 am - 10:00 pm ||Sun 9:00 am - 9:00 pm,$$ || $$,-112.5128746,33.4959165,4,"Takes Reservations --> Yes | Delivery --> No | Take-out --> Yes | Accepts Credit Cards --> Yes | Accepts Apple Pay --> No | Accepts Android Pay --> Yes | Good For --> Lunch, Dinner | Parking --> Street | Bike Parking --> Yes | Wheelchair Accessible --> Yes | Good for Kids --> Yes | Good for Groups --> Yes | Attire --> Casual | Ambience --> Casual, Trendy | Noise Level --> Average | Good For Dancing --> No | Alcohol --> Full Bar | Happy Hour --> Yes | Best Nights --> Fri | Coat Check --> No | Outdoor Seating --> Yes | Wi-Fi --> No | Has TV --> Yes | Waiter Service --> Yes | Caters --> No | Good for Working --> Yes | Gender Neutral Restrooms --> Yes ",,"American (New) , Coffee & Tea , Beer Bar",Bars,113,1/22/2018,http://www.yelp.com/user_details?userid=OkemV-w-v7vUGbjL1V0iUg,5J541aaHaZequPMiQPVShQ
